,number,index,link,title,img
49,49,What’s the difference between a puppy vs. an adult dog?,https://www.youtube.com/watch?v=VHDMGV6AdCc&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=50&pp=iAQB,What’s the difference between a puppy vs. an adult dog?,https://i.ytimg.com/vi/VHDMGV6AdCc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAdhejWWFkXC6Lz_Oa199SfRSZ07g
50,50,How Do You Keep 2 Dogs From Fighting?,https://www.youtube.com/watch?v=U4OdgH5BEzg&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=51&pp=iAQB,How Do You Keep 2 Dogs From Fighting?,https://i.ytimg.com/vi/U4OdgH5BEzg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB0iydqVjjjZ9STd-pd8S3vB8j7tg
51,51,I can’t do this please help #dogtrainer #zakgeorge #colloquially,https://www.youtube.com/watch?v=RYJuTl_0VJg&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=52&pp=iAQB,I can’t do this please help #dogtrainer #zakgeorge #colloquially,https://i.ytimg.com/vi/RYJuTl_0VJg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCoQ4lQOCaxQF9_yCgX_W7BFrxg9A
52,52,Why positive reinforcement doesn’t work in dog training,https://www.youtube.com/watch?v=LrwlWvVxGV4&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=53&pp=iAQB,Why positive reinforcement doesn’t work in dog training,https://i.ytimg.com/vi/LrwlWvVxGV4/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIFsoTzAP&rs=AOn4CLCJVkhUqMZIHAyitGD6EgXoh28bDg
53,53,Why do people care about a dog’s breed so much? ￼I mean really…,https://www.youtube.com/watch?v=IG9Gkg--KL8&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=54&pp=iAQB,Why do people care about a dog’s breed so much? ￼I mean really…,https://i.ytimg.com/vi/IG9Gkg--KL8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBmRDkcntNrK2yZUeSJYKU7l9QTIg
54,54,How I Built a Super Solid Recall! ￼What If My Dog REFUSED Come When Called?,https://www.youtube.com/watch?v=2fyNd_ZrQ-I&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=55&pp=iAQB,How I Built a Super Solid Recall! ￼What If My Dog REFUSED Come When Called?,https://i.ytimg.com/vi/2fyNd_ZrQ-I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB3KqnmnHxLgnYQSqsvi3bMrhm1VA
55,55,The Off Leash Training Secret I Swear By - Must Watch!,https://www.youtube.com/watch?v=OMuokot_jZ8&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=56&pp=iAQB,The Off Leash Training Secret I Swear By - Must Watch!,https://i.ytimg.com/vi/OMuokot_jZ8/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIF0oUTAP&rs=AOn4CLBx4R7Hyf4rPLDMaG3VT39J8Epl2g
56,56,Pro Dog Trainer: What I Did When My Dog Almost Didn’t Come When Called! A Lesson She’ll Never Forget,https://www.youtube.com/watch?v=qItwbJ0pOsQ&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=57&pp=iAQB,Pro Dog Trainer: What I Did When My Dog Almost Didn’t Come When Called! A Lesson She’ll Never Forget,https://i.ytimg.com/vi/qItwbJ0pOsQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDBbPFrrGvMt4jVR4VPEAcFaJcaOw
57,57,The surprising secret to flawless puppy potty training!,https://www.youtube.com/watch?v=ASD89lHjFRQ&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=58&pp=iAQB,The surprising secret to flawless puppy potty training!,https://i.ytimg.com/vi/ASD89lHjFRQ/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIFwoWzAP&rs=AOn4CLBJ4edS1Ia9b2XVyNXybLneF2dOXQ
58,58,"Why are outdated, problematic dog training methods are on the rise on social media right now?",https://www.youtube.com/watch?v=_Gk44qRFtG4&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=59&pp=iAQB,"Why are outdated, problematic dog training methods are on the rise on social media right now?",https://i.ytimg.com/vi/_Gk44qRFtG4/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBtgiAAoAPigIMCAAQARhyIEgoRTAP&rs=AOn4CLDprAPMj1qvhTkYy8Z8Xq-VfIiFtA
59,59,Keep your expectations realistic when it comes to training your dog!,https://www.youtube.com/watch?v=K_COoaN7YNs&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=60&pp=iAQB,Keep your expectations realistic when it comes to training your dog!,https://i.ytimg.com/vi/K_COoaN7YNs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBwBG928Zm-dLRd9EElvUoxqiQdiw
60,60,Where are those views coming from???,https://www.youtube.com/watch?v=07tpG8QN1Fs&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=61&pp=iAQB,Where are those views coming from???,https://i.ytimg.com/vi/07tpG8QN1Fs/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBtgiAAoAPigIMCAAQARgpID8ofzAP&rs=AOn4CLCeCSN8SX9TdzB8i4MCAK2gMr65jA
61,61,Just posted a brand new episode on my YouTube channel! I think it’s a good one…,https://www.youtube.com/watch?v=aF7V6hy-sOo&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=62&pp=iAQB,Just posted a brand new episode on my YouTube channel! I think it’s a good one…,https://i.ytimg.com/vi/aF7V6hy-sOo/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFQoRzAP&rs=AOn4CLCY3R6ZMU6OYC2f6F_v63fKKvV6yA
62,62,How To Get ANY Dog at Any Age to Listen To You Anywhere on Earth. No Force Required!,https://www.youtube.com/watch?v=PRtkJ6CJ8Ws&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=63&pp=iAQB,How To Get ANY Dog at Any Age to Listen To You Anywhere on Earth. No Force Required!,https://i.ytimg.com/vi/PRtkJ6CJ8Ws/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAr-F7yhc5MwvE8nSf1Z7fBVdfAdA
63,63,You need to be doing this if you have an active dog,https://www.youtube.com/watch?v=94azgaF6tSU&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=64&pp=iAQB,You need to be doing this if you have an active dog,https://i.ytimg.com/vi/94azgaF6tSU/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhKIE0oZTAP&rs=AOn4CLCz-FJODQNrK8qt2a40bweep6ZImw
64,64,One of the biggest red flags from any dog trainer. 🚩,https://www.youtube.com/watch?v=V9akb_ihRXk&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=65&pp=iAQB,One of the biggest red flags from any dog trainer. 🚩,https://i.ytimg.com/vi/V9akb_ihRXk/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBtgiAAoAPigIMCAAQARhyIEYoQzAP&rs=AOn4CLCHscsON2a_Y2ZIM-nB1lEkePJiMg
65,65,Let me help you with your dog! What do you need help with??,https://www.youtube.com/watch?v=U7csQ0DC2C0&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=66&pp=iAQB,Let me help you with your dog! What do you need help with??,https://i.ytimg.com/vi/U7csQ0DC2C0/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBtgiAAoAPigIMCAAQARhCIE0oZTAP&rs=AOn4CLDilBL_VUoeiRzwZwOk5DvsFIP9dQ
66,66,How do you keep a dog from jumping on guests? Management isn’t training; it’s a critical supplement!,https://www.youtube.com/watch?v=dzxwo5lQims&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=67&pp=iAQB,How do you keep a dog from jumping on guests? Management isn’t training; it’s a critical supplement!,https://i.ytimg.com/vi/dzxwo5lQims/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBtgiAAoAPigIMCAAQARhyIEcoQDAP&rs=AOn4CLDA5HgifqzGqB1WM7R-6ybnNTI28g
67,67,The biggest problem in dog training. Agree or disagree?,https://www.youtube.com/watch?v=imcPeE-Pc3k&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=68&pp=iAQB,The biggest problem in dog training. Agree or disagree?,https://i.ytimg.com/vi/imcPeE-Pc3k/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIEYoQjAP&rs=AOn4CLAOyXG8yqaSSnmjZWYq86csJ8V9wg
68,68,WARNING: You are being misled by dog trainers on the Internet,https://www.youtube.com/watch?v=ZfdULbriQ2U&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=69&pp=iAQB,WARNING: You are being misled by dog trainers on the Internet,https://i.ytimg.com/vi/ZfdULbriQ2U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDpxnlvCmOEe-wM-RW4VNjaL-nBkw
69,69,How To Train Easy Trick in 1 Lesson,https://www.youtube.com/watch?v=u5ic93rofCo&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=70&pp=iAQB,How To Train Easy Trick in 1 Lesson,https://i.ytimg.com/vi/u5ic93rofCo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB_GidzcaMfF1P2eSKB9YAY3IGFLQ
70,70,Do harnesses make leash pulling worse? Should you use a harness for dog training?  #dogtraining,https://www.youtube.com/watch?v=RvoalbYpnGw&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=71&pp=iAQB,Do harnesses make leash pulling worse? Should you use a harness for dog training?  #dogtraining,https://i.ytimg.com/vi/RvoalbYpnGw/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFooTjAP&rs=AOn4CLD0UWIy-bXewxyse-33qF55upoT-Q
71,71,"If you want your dog to listen around distractions and off leash, today’s NEW video will help!",https://www.youtube.com/watch?v=NIrJ9Yj0L6g&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=72&pp=iAQB,"If you want your dog to listen around distractions and off leash, today’s NEW video will help!",https://i.ytimg.com/vi/NIrJ9Yj0L6g/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARheIGUoUTAP&rs=AOn4CLCyESOqs34Nl6YPZ2sKB-7Bh7FSiQ
72,72,How I Trained My Dog to Listen Off Leash,https://www.youtube.com/watch?v=7YHaHn37YrA&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=73&pp=iAQB,How I Trained My Dog to Listen Off Leash,https://i.ytimg.com/vi/7YHaHn37YrA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCVg2hhKHIqUuwPukDFXYQ2bZNqhw
73,73,I am so glad we caught this on film,https://www.youtube.com/watch?v=hkyEXihJZ8A&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=74&pp=iAQB,I am so glad we caught this on film,https://i.ytimg.com/vi/hkyEXihJZ8A/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIGQoNzAP&rs=AOn4CLD87Xt97L0yjM6do72UIDUgvdPTsQ
74,74,Does your dog PULL like this?? #dogtraining,https://www.youtube.com/watch?v=LysIryvgtoE&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=75&pp=iAQB,Does your dog PULL like this?? #dogtraining,https://i.ytimg.com/vi/LysIryvgtoE/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIGUoZTAP&rs=AOn4CLA6kuzhdFnGEZCpVa0UxSNaHtfX-g
75,75,Watching people train their dogs in public 🙃,https://www.youtube.com/watch?v=O60pnVHokJI&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=76&pp=iAQB,Watching people train their dogs in public 🙃,https://i.ytimg.com/vi/O60pnVHokJI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhRIGUoPDAP&rs=AOn4CLD2kXLy3Vcs6JjP32-Ea6ijMsWwPw
76,76,How To Go From Out of Control Dog to Leash Walking Bliss in a Crowded City!,https://www.youtube.com/watch?v=rp7niWsF2ug&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=77&pp=iAQB,How To Go From Out of Control Dog to Leash Walking Bliss in a Crowded City!,https://i.ytimg.com/vi/rp7niWsF2ug/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBMPDDysZC2zcSRIs1jP00559MiJQ
77,77,5 Moments That Changed Dog Training,https://www.youtube.com/watch?v=JhmXmlP_7cs&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=78&pp=iAQB,5 Moments That Changed Dog Training,https://i.ytimg.com/vi/JhmXmlP_7cs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-7vk6xVLwXo1RTd683_PrxDrAMw
78,78,But what about dogs who correct each other? Is this a valid rationale for using aversives?,https://www.youtube.com/watch?v=zjvEuOtC3MQ&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=79&pp=iAQB,But what about dogs who correct each other? Is this a valid rationale for using aversives?,https://i.ytimg.com/vi/zjvEuOtC3MQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDSmofqitQS6I5uuJaL_o745-XgdQ
79,79,Having a 3 hour meltdown over dog training.,https://www.youtube.com/watch?v=5A-7LKHrdEY&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=80&pp=iAQB,Having a 3 hour meltdown over dog training.,https://i.ytimg.com/vi/5A-7LKHrdEY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBmOdTtBAR_25V4bvHMfX3EnPskWA
80,80,I Ran Into a Grizzly Bear and Decided to Train My Dog ￼,https://www.youtube.com/watch?v=55C2TAzydBY&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=81&pp=iAQB,I Ran Into a Grizzly Bear and Decided to Train My Dog ￼,https://i.ytimg.com/vi/55C2TAzydBY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD7wnbauKjd0lA1oR-1EK4cb2GGRQ
81,81,State of Emergency: The Dog Training Crisis is Here. The Case Against Aversive Tools.,https://www.youtube.com/watch?v=BWM_gHMQaUQ&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=82&pp=iAQB,State of Emergency: The Dog Training Crisis is Here. The Case Against Aversive Tools.,https://i.ytimg.com/vi/BWM_gHMQaUQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAsVQBJN978KGRWe3sHadnE0ZYXLg
82,82,My Thoughts on the Swedish BAN of Dog Crates. ￼The Hardest Dogs I’ve trained…,https://www.youtube.com/watch?v=s9sr4fJwkC4&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=83&pp=iAQB,My Thoughts on the Swedish BAN of Dog Crates. ￼The Hardest Dogs I’ve trained…,https://i.ytimg.com/vi/s9sr4fJwkC4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA_qk-PQtpwZTZMtX_T7E1QHuQuJg
83,83,The Dunning-Kruger Curve: How Ignorance is Ruining Dog Training and What You Can Do About It,https://www.youtube.com/watch?v=bf51cuFS87I&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=84&pp=iAQB,The Dunning-Kruger Curve: How Ignorance is Ruining Dog Training and What You Can Do About It,https://i.ytimg.com/vi/bf51cuFS87I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCmMH5wOAtocdKB8z4mV582PdIDSg
84,84,The Future of Our Channel and Our Dog’s Breed Mix Revealed... I WISH THIS WASN’T TRUE.,https://www.youtube.com/watch?v=RU6k8WhjVuI&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=85&pp=iAQB,The Future of Our Channel and Our Dog’s Breed Mix Revealed... I WISH THIS WASN’T TRUE.,https://i.ytimg.com/vi/RU6k8WhjVuI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBRpIiAnul0mRhQ7z4MBad4H72arw
85,85,Training Your Puppy in a High-Stress Situation,https://www.youtube.com/watch?v=KTo_5IXIHXo&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=86&pp=iAQB,Training Your Puppy in a High-Stress Situation,https://i.ytimg.com/vi/KTo_5IXIHXo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCd2er1RuCmFDpoys2iVITXkGVQWA
86,86,"Training Your Dog To Be Alone: How To Use ""Play"" to Overcome Separation Anxiety",https://www.youtube.com/watch?v=c0WVzEKKzhA&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=87&pp=iAQB,"Training Your Dog To Be Alone: How To Use ""Play"" to Overcome Separation Anxiety",https://i.ytimg.com/vi/c0WVzEKKzhA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDnzqPBESHya2uTNGx1qwLM3v2KKw
87,87,NEW VIDEO is LIVE NOW! What do you think is the MOST FRUSTRATING THING about training your dog??,https://www.youtube.com/watch?v=b69DqoMGj58&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=88&pp=iAQB,NEW VIDEO is LIVE NOW! What do you think is the MOST FRUSTRATING THING about training your dog??,https://i.ytimg.com/vi/b69DqoMGj58/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhgIGUoVzAP&rs=AOn4CLA7xSl74sEFKPCX_aeRMFOpFovazA
88,88,How to Deal With Distractions AND Help Your Partner Train Your Dog,https://www.youtube.com/watch?v=3y0fbMF3Yxs&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=89&pp=iAQB,How to Deal With Distractions AND Help Your Partner Train Your Dog,https://i.ytimg.com/vi/3y0fbMF3Yxs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC_RDvqV6UXmqhNZFPNBOF3Z05buw
89,89,Ultimate Guide to Training Your Dog to Resist Distractions: Overcome ANY Obstacle,https://www.youtube.com/watch?v=36UariUoipQ&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=90&pp=iAQB,Ultimate Guide to Training Your Dog to Resist Distractions: Overcome ANY Obstacle,https://i.ytimg.com/vi/36UariUoipQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA8wL5h6Tqa4EcP7GOgPZvJUaA9Wg
90,90,Reactivity dog training ￼,https://www.youtube.com/watch?v=R9KNhOwFRF0&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=91&pp=iAQB,Reactivity dog training ￼,https://i.ytimg.com/vi/R9KNhOwFRF0/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhPIF4oZTAP&rs=AOn4CLAoIh0RNMCxTF7uRMxazJh5EX_u4w
91,91,My dogs didn’t get enough exercise!,https://www.youtube.com/watch?v=nbSZxBQgJl4&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=92&pp=iAQB,My dogs didn’t get enough exercise!,https://i.ytimg.com/vi/nbSZxBQgJl4/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIGMoUjAP&rs=AOn4CLB4VDvfi2JkNnCzi9ueUQNiJwuhHQ
92,92,Would you camp here? ￼,https://www.youtube.com/watch?v=N31SAKE3-nA&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=93&pp=iAQB,Would you camp here? ￼,https://i.ytimg.com/vi/N31SAKE3-nA/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhGIFkocjAP&rs=AOn4CLBlnqkUEI7tBUYoID_s_1XPacaYQg
93,93,Crossing into Canada!,https://www.youtube.com/watch?v=HXL-32pP__I&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=94&pp=iAQB,Crossing into Canada!,https://i.ytimg.com/vi/HXL-32pP__I/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIGUoZTAP&rs=AOn4CLBEDGRPjWEX-mBw-hHMx37KU9NX4Q
94,94,Part 2 of training my dog around a bear,https://www.youtube.com/watch?v=MzPZVdfDbn8&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=95&pp=iAQB,Part 2 of training my dog around a bear,https://i.ytimg.com/vi/MzPZVdfDbn8/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIF8oPDAP&rs=AOn4CLD5yO_wPXhBHZuJKrns0WFF3jwGkA
95,95,We saw a bear so I decided to train my dog!,https://www.youtube.com/watch?v=Jlcgz38F1PE&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=96&pp=iAQB,We saw a bear so I decided to train my dog!,https://i.ytimg.com/vi/Jlcgz38F1PE/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIF0oVDAP&rs=AOn4CLC0MiqG_czePqaGGiDoz_5Qa592yA
96,96,From Sparks to Flames: Training Your Dog the Right Way,https://www.youtube.com/watch?v=voR-MZXRXmc&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=97&pp=iAQB,From Sparks to Flames: Training Your Dog the Right Way,https://i.ytimg.com/vi/voR-MZXRXmc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBbkez2fMnSZUp6k5qoB6Zgdl-kjg
97,97,￼ Do you agree? ￼,https://www.youtube.com/watch?v=CKsB9oXuNUI&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=98&pp=iAQB,￼ Do you agree? ￼,https://i.ytimg.com/vi/CKsB9oXuNUI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBlAOAAtAFigIMCAAQARhlIFwoUzAP&rs=AOn4CLB9G-HR7IoS6k_gP9QtyQMDvgQOTg
98,98,Dangerous Encounters: Training Your Dog for the Great Outdoors,https://www.youtube.com/watch?v=C0bSM2XTcxg&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=99&pp=iAQB,Dangerous Encounters: Training Your Dog for the Great Outdoors,https://i.ytimg.com/vi/C0bSM2XTcxg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtOBb9oR5spugGu0GzX2GBKlkEzg
99,99,What we are doing right now.,https://www.youtube.com/watch?v=iA3Vpa4DUFk&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=100&pp=iAQB,What we are doing right now.,https://i.ytimg.com/vi/iA3Vpa4DUFk/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIEkoKzAP&rs=AOn4CLDPJ_Jmovswaechlq5rmYkx_Qle1g
100,100,Do dogs outgrow reactivity? ￼,https://www.youtube.com/watch?v=ZoCE1MBENSc&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=101&pp=iAQB,Do dogs outgrow reactivity? ￼,https://i.ytimg.com/vi/ZoCE1MBENSc/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhCIEkoZTAP&rs=AOn4CLAE-M5xP4ukXxTaV29frZMm9qB3qA
101,101,Have you seen our latest episode? What did you think?￼,https://www.youtube.com/watch?v=2RFdxGlKJiQ&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=102&pp=iAQB,Have you seen our latest episode? What did you think?￼,https://i.ytimg.com/vi/2RFdxGlKJiQ/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhfIGUoVzAP&rs=AOn4CLDF8T1Vzob6J0kjCBpqAIO2l8tXQw
102,102,The Magic of Training Your Dog: The Journey from Basic Obedience to Ultimate Mastery,https://www.youtube.com/watch?v=hka5zjCuTZ0&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=103&pp=iAQB,The Magic of Training Your Dog: The Journey from Basic Obedience to Ultimate Mastery,https://i.ytimg.com/vi/hka5zjCuTZ0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCbj9WDLgrcH_CG6Kmkp5Cb6GiH_Q
103,103,This is the Story of Introducing Our CRAZY PUPPY to Our CAT #dogtraining #puppytraining #dogtrainer,https://www.youtube.com/watch?v=pWClB8N1TeU&list=UUZzFRKsgVMhGTxffpzgTJlQ&index=104&pp=iAQB,This is the Story of Introducing Our CRAZY PUPPY to Our CAT #dogtraining #puppytraining #dogtrainer,https://i.ytimg.com/vi/pWClB8N1TeU/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIF0oTjAP&rs=AOn4CLC4CwHsay2Hp02kkdvQxVMlrh5FQQ
